id,type,text1,text2,text3,notes
edshipyard_FL3,WEAPON,"The Mega Fire Lance is an expensive weapon it requires special heat resistant parts, constant maintenance and a good deal of power, but it compensates with incredible firepower, it unleashes a beam so hot it instantly turns any material it makes contact with into plasma with temperatures remembling the core of a star. The weapon overheats incredibly fast, requiring long downtimes.",Assault,,

edshipyard_Fragbombs,WEAPON,"Built in bomb bays with fabricators included, able to generate a near unlimited amount of mines during combat, shoots 3 mines at once in a fixed pattern.",Assault,,


edshipyard_ambusher_swap,SHIP_SYSTEM,"Swaps places with the target and enhances the ship weapons and flux dissipation after the swap for a few seconds. Can only swap with friendly targets with similar mass. To request a swap the player must select the swapping ship and be in danger",Defensive,"Swaps places with the target and enhances the ship weapons after the swap for a few seconds. Can only swap with friendly targets with similar mass",

edshipyard_reload_CR,SHIP_SYSTEM,"Reloads the Carolina Reaper, the bullets are loaded one at a time, bullets are reloaded by the right part of the cylinder and shot by the left side.",Support,"Reloads the Carolina Reaper, the bullets are loaded one at a time.",

edshipyard_doppelganger,SHIP_SYSTEM,"Releases 3 clouds of nanomachines able to project holograms of the Chihuahua and fool enemy point defense systems. Use the Doppelswap system to switch the Chihuahua location and velocity with a Doppelganger",Defensive,"Releases 3 clouds of nanomachines able to project holograms of the Chihuahua and fool enemy point defense systems.",

edshipyard_doppelganger2,SHIP_SYSTEM,"Releases 2 dense clouds of nanomachines able to project holograms of the Shiba and fool enemy point defense systems. Use the Doppelswap system to switch the Shiba location and velocity with a Doppelganger",Defensive,"Releases 2 clouds of nanomachines able to project holograms of the Shiba and fool enemy point defense systems.",

edshipyard_grand_salvo,SHIP_SYSTEM,"Unleashes a powerful volley of explosive rounds, main shield and engines are disabled while the system is active.",Offensive,"Unleashes a powerful volley of explosive rounds, main shield and engines are disabled while the system is active.",

edshipyard_spatial_swap,SHIP_SYSTEM,"Swaps places with the target and fortifies the ship shields after the swap for a few seconds. Can only swap with friendly targets with similar mass. To request a swap the player must select the swapping ship and be in danger",Defensive,"Swaps places with the target and fortifies the ship shields after the swap for a few seconds. Can only swap with friendly targets with similar mass",

edshipyard_mine_teleport,SHIP_SYSTEM,Teleports a heavy phase mine to the target area. The mine will slowly track nearby enemy ships and explodes a few seconds. Long range but has long cooldown and cannot store charges.,Offensive,Teleports a heavy proximity mine to the target area. Long range but has long cooldown and cannot store charges.,

edshipyard_magnetic_burst,SHIP_SYSTEM,Releases a powerful magnetic pulse pulling nearby enemies closer and destroying missiles. Forces phased ships to re-enter real space.,Offensive,Releases a powerful magnetic pulse pulling nearby enemies closer and destroying missiles. Can be used while Phased to re-enter real space.,

edshipyard_relativitydrive,SHIP_SYSTEM,This device allows the user to greatly slow time around it at the cost of double Combat Rating degradation while active.,Support,This device allows the user to greatly slow time around it at the cost of double Combat Rating degradation while active,

edshipyard_wurg_overdrive,SHIP_SYSTEM,Improves performance of all the ships systems at the expense of grossly inefficient flux usage.  Overloading while activated is catastrophic.,Support,Improves performance of all the ships systems at the expense of grossly inefficient flux usage. Overloading while activated is catastrophic.,

edshipyard_field_shield_control,SHIP_SYSTEM,"Projects a large shield that protects allies.",Defensive,"Projects a large shield that protects allies.",

edshipyard_steam_drive,SHIP_SYSTEM,"Redirects all power from maneuvering thrusters to the engines, greatly increases top speed and acceleration, generates hard flux while active.",Support,"Redirects all power from maneuvering thrusters to the engines, greatly increases top speed and acceleration, generates hard flux while active.",

edshipyard_commit_sudoku,SHIP_SYSTEM,"Initiates self destruction countdown, the system is cancelled if there are no enemies nearby.",Offensive,"Initiates self destruction countdown, the system is cancelled if there are no enemies nearby.",

edshipyard_microburn,SHIP_SYSTEM,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",Movement,"Provides a brief engine boost, propelling the ship forward at an extreme velocity.",

edshipyard_misdirection,SHIP_SYSTEM,"Hijacks enemy missiles around this ship and her active fighter wings.",Support,"Hijacks enemy missiles around this ship and her active fighter wings.",

edshipyard_doppelswap,SHIP_SYSTEM,"Swaps places with a hologram.",Support,"Swaps places with a hologram.",

edshipyard_silent_phasecloak,SHIP_SYSTEM,"The ship slips briefly into p-space, avoiding all damage.",Support,"The ship slips briefly into p-space, avoiding all damage.",

edshipyard_target_missiles,SHIP_SYSTEM,"Point defense weapons prioritize missiles. As a result damage to missiles is greatly increased at the expense of damage to fighters.",Defensive,"Point defense weapons prioritize missiles. As a result damage to missiles is greatly increased at the expense of damage to fighters.",

edshipyard_reload_doppel_CR,SHIP_SYSTEM,"Reloads both Carolina Reapers simultaneously, one bullet at a time.",Support,"Reloads both Carolina Reapers simultaneously, one bullet at a time.",

edshipyard_riptide,SHIP,"The result of cobbling together the carcasses of a domain ship scrapping array, enough engines to get it mobile, and an unshielded domain-tech singularity core to power the whole thing.  It's believed that exposure to the intense hawking radiation causes madness in the crew...",,,
edshipyard_riptide_beam,WEAPON,This beam was originally part of a larger stationary array designed to quickly break apart hulks,,,
edshipyard_gravitygun,SHIP_SYSTEM,A gravatic organizer that is capable of pulling or repelling objects,,,
edshipyard_chupacabra,SHIP,"An advanced technology demonstrator based off of the Leonberger hull. To allow for the testing of new weapons configurations the mounts on this ship have been universally adapted and optimized. Due to the jury rigged nature of the ship, maintenance is increased as well as CR recovery time. This ship was not designed for mass production.",,,
edshipyard_saluki_x,SHIP,"A Saluki class phase cruiser that has been customized at what must have been an exorbitant cost ",,,
