id,type,text1,text2,text3,text4,notes
ii_praetorian,SHIP,"The Praetorian-class is an aged design, by now firmly established as a noble symbol of the Imperium's dignity and valor. A ship that never managed to fall out of favor - even after the Collapse - largely thanks to across-the-board average performance numbers and a timeless fusion of adequate offense and adequate defense, like the sword and shield of old.

The Praetorian is by far the most popular warship in the entire Imperial armada, with more hulls having been constructed over the centuries than any other Imperium-tech ship, former or present. Though certainly better destroyers exist, few have the simplicity and none have the pedigree of this distinguished class.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_interrex,SHIP,"The swift and aggressive Interrex is favored by younger Imperial officers who see her blistering array of forward-only weaponry as a personal challenge. While this destroyer does indeed offer excellent firepower, its greatest strength is the ability to rapidly engage and disengage.

During post-mortem battle analysis, Imperial commanders can be quick to point out the Interrex's primary shortcomings: lacking the durability to survive over-committing and lacking the resources to pull out after rushing in too quickly. Indeed, it is easy to dismiss an otherwise excellent ship after seeing too many burned-out hulks drifting through the vastness of space, beloved officers and men incinerated after a direct hit from a stray reaper. However, with careful officer selection, the Interrex is practically untouchable, capable of pressuring the enemy, striking opportunistically, and getting away before anyone can catch up.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_legionary,SHIP,"The Legionary is a high-end destroyer currently serving as the Imperium's vanguard. Capable of incredible performance in short bursts, but requires a tricky combination of aggression and finesse to utilize effectively.

The Legionary-class shouldn't - and almost didn't - exist. Vulcan considered it to be a resounding failure, but Minerva couldn't let go of its potential combat specs, and Justitia simply adored how it looks. Outvoted, the AI god of Nova Capitalis devised a means for the Legionary to hit the performance Minerva hoped for, without ripping itself apart and prematurely detonating its own drive core in the process: the Overdrive system.

Overdrive works by essentially holding the Legionary back most of the time, only allowing its combat systems to reach 100% output for short bursts before needing to cool down. Towards the end of its carefully-calibrated envelope, the system ""redlines"", reaching a critical stage where the ship's onboard governors start to give out, exponentially increasing performance for a few moments. To avoid permanently damaging the ship, an emergency reactor shutdown prevents a runaway chain-reaction once the Overdrive gauge goes past a critical threshold soon thereafter.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_princeps,SHIP,"The Princeps-class takes the idea of a combat carrier and somehow compresses it into the form-factor of a destroyer. The Princeps is far cheaper than a full cruiser-sized carrier, making it a practical option to add fighter support to a fleet without creating a liability at the same time.

Despite all of the Interstellar Imperium's technological marvels over the last few hundred cycles, ranging from time-warping phase ships to portable planet-busters, the deific AI Vulcan still considers the Princeps-class to be his true masterpiece of starship engineering. From afar, it doesn't seem like anything special, but any engineer who has seen the inner workings of a Princeps is struck by how close it comes to matching the Domain's best designs.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_lynx,SHIP,"An unusual cross between AWACS support vessel and high-end strike destroyer, the Lynx occupies a curious place within the Imperial armada, not quite specialized for any one particular role. A miniaturized, phase-capable Shock Buster system is the Lynx-class's raison d'etre, capable of shaping the battlefield in innumerable ways, limited only by the captain's tactical prowess. Best deployed in tandem with more traditional warships.

Lynx captains have an uncanny tendency to become high brass later in their careers, owing to the ship's harsh demands on its officers and the wide variety of technical specializations a fully-qualified commanding officer is required to possess. Taking command of a Lynx is often considered a rite of passage for those with higher ambitions within the Imperium's military.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other hilosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_libritor,SHIP,"The Libritor-class is a specialized support destroyer, featuring a full flight deck and a powerful spinal gun, but lacking in traditional firepower. Its powerful, wide-arc shield makes the Libritor difficult to approach from the front, but it is especially vulnerable to flanking maneuvers. A flexible fast-recharge system allows the Libritor to fire multiple times in quick succession, should it have the opportunity.

Something of an anomaly, the Libritor resembles an enormous ballista from Old Earth antiquity, upon the insistence of the AI goddess Minerva. Despite the form-over-function approach, the Libritor's shape is generally considered a feature, rather than a flaw; widely-distributed armor assists in mitigating incoming damage. While the ship lacks significant auxiliary armaments, the few slots it does possess are highly flexible.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_ixon,SHIP,"This missile cruiser is known for its twin Armageddon launchers and sophisticated internal autoforge, tools it uses to become an elusive terror on the battlefield. The Ixon has the capability to swap out its primary munitions mid-battle in order to further specialize its combat potential. Best used for supporting other cruisers.

The Ixon-class barely resembles the Falcon-class it was originally based upon. Designed to burn hot and bright, a great deal of advanced technology is packed into each squat hull, leaving little room for flexibility. A favorite of the AI deity Justitia, the best Ixons are designed for a singular purpose, overwhelmingly powerful at a specific role. It is for this reason that Ixons do best in groups; a pack of three or four is truly a force to be reckoned with.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_sebastos,SHIP,"The Sebastos is the Imperium's most versatile warship, capable of fulfilling just about any role within a fleet, given the right equipment. The combination of powerful vectored boosters, a dangerous primary weapon, and a full flight deck makes for a cruiser capable of handling most threats, while lacking a clear specialization.

A Sebastos has a little of everything: pieces of a strike cruiser, bits of a line cruiser, and even elements of a carrier. Despite being the Imperium's equivalent of a designed-by-committee hull, the ship somehow manages to work as a cohesive unit. With a long history of service since its inception, dispelling early criticism of its lack of focus with stories of success, the Sebastos-class has certainly earned its position within the Imperial armada.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_dictator,SHIP,"Ponderous and heavy, the Dictator-class trades any semblance of maneuverability for unrivaled staying power. Its blistering array of forward-facing weaponry sits behind layers of thick armor, a winning combination that earned the Dictator its place as the Imperium's primary ship of the line.

The Dictator is a graceless pre-Pantheon behemoth of a cruiser, its weapon-heavy layout ideally suited for the overbuilt ammo-feeder system built into the hull. At its best, this ship combines heavy defense with heavy offense, a best-of-both-worlds approach that has stood the test of time. Just make sure it has faster escorts.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_ardea,SHIP,"Neither a full carrier nor a true combat cruiser, the Ardea bridges the gap by providing the best of both worlds. In practice, this means the Ardea-class is capable of handling itself in most types of combat engagements, able to do well regardless of whether the enemy is particularly carrier-prone or carrier-hardened. This flexibility is counterbalanced by the fact that a more specialized warship will be more effective when its strengths come into play.

Like the Heron-class it was based on, the Ardea-class relies most on flight decks for its combat capabilities. However, while the Heron's armaments are rather basic - to say the least - the Ardea is outfitted with a punishing-but-flexible array of weapons backed by a competent flux management system. As a result, the Ardea can contribute during intense combat in a way that the Heron simply cannot; rather than folding under pressure, this ship can continue to duke it out even after its fighter complement has been depleted.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_adamas,SHIP,"The Adamas-class is a technological terror, boasting an arsenal of unique cutting-edge advantages to deadly effect. Despite being fairly difficult to control and short-lived on the battlefield, the Adamas' versatility and power is a testament to Imperial ingenuity. Best known for having two sets of primary weapons that must be switched between in the heat of battle.

A recent design, the Adamas-class represents the technological peak of the Interstellar Imperium. Terribly difficult to manufacture and prone to production errors, few are spotted within Imperial fleets, and even then only the best officers and crew - usually veterans of the Imperial Guard - are permitted to wield it. Much like the older Legionary, this ship's dual-mode design was devised as a compromise to avoid having the ship burn itself out within the first moments of a pitched battle. Managing these two states is difficult, but rewarding; few things can turn the tide like a determined Adamas.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area. In addition, the Lightspear is tuned up and enhanced for a particular combat role when one of these packages is installed.",,,,
ii_dominus,SHIP,"The Imperium's primary battlecruiser, the Dominus is an aggressive, unpredictable terror inflicted upon the battlefield. The Dominus-class boasts a powerful beam cannon and a pair of flight decks, but its true power comes from the ability to temporarily release all limiters, going into Overdrive.

The Dominus-class is an odd hybrid design, vaguely reminiscent of the older Sebastos-class in form and function. Like the Legionary, most of the Dominus' combat performance is locked away - only to be utilized in short bursts. It is a more self-sufficient ship than either the Legionary or the Sebastos, however, capable of diving into battle with most anything the Sector can throw at it. As for the ship's conspicuous flight decks, it is said that the Scutum fighter design was created alongside the Dominus specifically to be used together. While this may well be true, there are still great uses for a pair of full-scale flight decks beyond a mere defensive screen.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_caesar,SHIP,"The Caesar, though slow and bricklike, is a veritable fortress covered in heavy weapons and even heavier armor. Any ship foolish enough to stand in its way of the Caesar's prodigious frontal arc will inevitably be pounded into dust by a dozen extended-range weapon emplacements, volleys of heavy missiles, and the powerful Crocea Mors. Uses the Shock Buster system to counter all but the most dedicated flanking maneuvers.

Although the Caesar-class is ultimately a failed venture - the Crocea Mors proved insufficient as a war-ending trump card - the base hull was so effective in field tests that the project came to fruition anyway, system requirements be damned. After managing to somehow devise a hull capable of out-fighting an Onslaught (by accident!) the Caesar was quickly - and permanently - pushed into its current position as the Imperium's sole service battleship.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_matriarch,SHIP,"A behemoth with no parallel, the Matriarch-class is the crown jewel of the Imperial armada, typically put in command of an entire battlegroup. The Matriarch possesses the rare ""battlestar"" designation: it wields traditional firepower on the level of a battlecruiser in addition to having the full six flight decks of a capital-grade carrier.

The ability to control six flights of fighters as well as manage an entire capital-class warship's worth of weapons, all while managing a fleet of warships, is a daunting task for any commander. The Matriach-class was designed to help alleviate such high-level logistical concerns with an innovative dual-bridge layout, ensuring that the high-level command staff and the operational officers are able to work efficiently in separate environments built for a specific purpose. This makes the Matriarch unique amongst star-faring vessels in that it can actually have two commanding officers active simultaneously, both handing out orders to entirely separate crews in tandem.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area.",,,,
ii_olympus,SHIP,"The Olympus-class is a launch platform and specialized autoforge designed solely to deploy the Titan-class missile: an enormous weapon that meets the minimum requirements to qualify as a planet-killer device. When not being utilized against a populated world, the Titan is also a useful weapon in fleet-to-fleet battles, capable of turning the tide of battle in one fell swoop. Even after releasing its payload, the Olympus remains a threat on the battlefield, armed as it is with a surprisingly significant amount of secondary firepower.

The Olympus-class was developed to make the Titan practical enough to represent a serious threat to the Hegemony, both in terms of delivery speed and manufacturing accessibility. As the Titan blueprint is coded into the hull in order to permit field-replacement, the Olympus blueprint is a carefully-guarded state secret, rumored to exist only within the minds of the three AI gods that comprise the Pantheon. The Olympus arsenal continues to grow unabated, each one taking with it a piece of the Imperium's potential to field traditional warships, a calculated risk to deter total war - a war the Interstellar Imperium cannot win.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area. In addition, variations upon the Titan can be installed alongside one of these packages.",,,,
ii_barrus,SHIP,"The Barrus-class, a large freighter design akin to the Atlas-class, finds heavy use in Imperium trade fleets and supply convoys. More heavily armed than such a ship has any right to be, the mere presence of a Barrus is often enough to dissuade a pirate raid on its own. Notorious for being horribly unwieldy, a trait that is downplayed by rows and rows of vectored thrusters that can be engaged in emergencies.

Off-world farmers from Byzantium swear up and down that the Barrus resembles a gigantic ""space truck"". The AI Justitia balks at such sacrilege, but Vulcan seems to appreciate such straightforward appraisal of the Imperium's de-facto large hauler. The comparison is uncanny, especially given the Barrus' ability to be reconfigured for cargo, fuel, or personnel transport.

Like most ships designed by the Interstellar Imperium, this hull is left underutilized; conspicuous design exclusions and unfilled modular slots harm the ship's base performance compared to similar vessels of other philosophies. However, this practice offers an unusual level of flexibility for equipment selection in the field, and a series of standardized ""packages"" can be fitted at port for specialized performance in a particular area. In addition, the ship's cargo configuration can be rearranged as a part of installing one of these packages.",,,,
ii_titan,SHIP,"This is the Imperium's final trump card, singularly responsible for their continued existence outside of the Domain's AI laws: mutually assured destruction. A strategic weapon like no other, the Titan's destructive power vastly exceeds any other shipborne weapon system. In its base configuration, the Titan's blast wave can consume nearly an entire battlefield.",,,,
ii_station1,SHIP,"An Imperium-designed orbital station featuring a balanced mix of fighter support, heavy missile bombardment, and conventional weapon projection in all directions. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
ii_station2,SHIP,"A large Imperium-designed battlestation featuring missile saturation bastions, a heavy beam-equipped citadel, and a layer of shield drones. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
ii_station3,SHIP,"An enormous star fortress, the pinnacle of contemporary zero-G construction in the Persean Sector, of an Imperial design featuring enhanced missile strike capability, a powerful Shock Buster, heavy beam drones, and additional shield drones. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies which allow projection of military and industrial power throughout the local orbital volume.",,,,
ii_station4,SHIP,"A vast pre-Collapse space station, exceeding contemporary construction capabilities, with modern customizations made by the Interstellar Imperium. A near-impenetrable citadel protected by the best technology the Imperium has to offer. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies which allow projection of military and industrial power throughout the local orbital volume.",,,,
ii_tribunal,SHIP,"The Tribunal is a heavy station support drone that provides far-field support with a miniaturized Crocea Mors. Because it requires no crew, travel drive, or any kind of independent command core, the Tribunal can punch well above its weight class in combat.",,,,
ii_clypeus,SHIP,The Clypeus is a defensive support drone that provides shield and point defense coverage. Derived from the Scutum drone.,,,,
ii_flamen,SHIP,"Cheap and dependable, the Flamen is a jack-of-all-trades interceptor, equipped with sufficient tools to fend off other fighters, shoot down missiles, and distract warships' point defenses. Does best in mixed attack groups because it lacks the firepower to threaten warships directly.",,,,
ii_draconarius,SHIP,"The Draconarius is an unusual fighter, behaving as a mixture of strike craft and interceptor. Excels at delivering damage to warships and heavily-armored fighters, thanks to its high explosive weaponry, but struggles against nimbler craft.",,,,
ii_vicarius,SHIP,"The slow and bulky Vicarius makes up for its lack of mobility with an ultraheavy frame, thick panels of shaped armor, and a deadly combination of mixed-damage-type weapons. Capable of threatening or even overpowering fully-shielded warships, especially when supported by bombers or interceptors.",,,,
ii_scutum,SHIP,"An autonomous drone, the Scutum's primary role is providing a defensive screen for incoming missiles and projectiles. This is achieved through the combination of the Scutum's extra-large shield generator and the Attraction Matrix, which redirects hostile missiles toward the Scutum.",,,,
ii_inferna,SHIP,"The Inferna is a purpose-built bomber, lacking any means of defending itself. Despite this, the Inferna's large wing size and unusual bomb tech makes it particularly resistant to interceptors and point defenses, increasing the likelihood of a successful bombing run. Best used in large, overwhelming swarms.",,,,
ii_carnifex,SHIP,"A fast strike bomber capable of deep-battlespace operations. Extraordinary speed coupled with a powerful missile payload make for a deadly combination, but well-defended targets will make short work of the Carnifex due to its fragility.",,,,
ii_sectator,SHIP,"An individual Sectator LPC yields a single firing platform designed to loiter around the host ship, providing point defense coverage and fire support while remaining robust and durable.",,,,
,,,,,,
ii_impulsebooster,SHIP_SYSTEM,"Injects travel-drive fuel into the ship's maneuvering thrusters, granting an explosive boost in speed. Works best for lateral movement.",Movement,Greatly boosts speed and acceleration for a short moment. More effective for lateral movement.,,
ii_celeritydrive,SHIP_SYSTEM,"""Borrows"" time, slowing down the ship's perceived time until the system is fully charged. Upon final activation, the ship's world line is abruptly compressed, speeding up time in one glorious burst of energy. While charging, nearby hostile ships and missiles are damaged by the residual energies. Cannot enter phase space while the system is active.",Special,Greatly slows down time for three seconds and then greatly speeds up time for three seconds. Damages nearby targets and missiles while charging. Cannot phase while the system is active.,,
ii_shockbuster,SHIP_SYSTEM,"Damages, forcibly turns, and knocks back a nearby target. More powerful and more twisty  on larger targets. Generates flux. Usable (and more twisty) while phased.",Special,"Damages, forcibly turns, and knocks back a nearby target. More powerful and more twisty on larger targets. Damages nearby missiles. Generates flux. Usable (and more twisty) while phased.",,
ii_burst_flares,SHIP_SYSTEM,Launches a spread of flares that interfere with point-defenses.,Defensive,Launches a spread of flares that interfere with point-defenses.,,
ii_flamen_flares,SHIP_SYSTEM,Launches flares that interfere with point-defenses.,Defensive,Launches flares that interfere with point-defenses.,,
ii_luxfinis,SHIP_SYSTEM,"This system pushes the ship beyond its normal limits. By channeling the output from the photon blaster, the Lightspear is activated and a disruptive defensive effect is maintained. The intense strain on the ship dramatically increases the rate at which combat readiness degrades. This system cannot be sustained for long.",Special,Boosts flux dissipation and capacity. Increases speed and maneuverability. Damages nearby missiles and fighters. Increases CR degradation. Deactivates photon blasters and activates the Lightspear.,photon blasters | Lightspear,
ii_phasecloak,SHIP_SYSTEM,"Temporarily moves the ship into an alternate dimension known as p-space. The ship can still be detected by its phase coil emissions, but cannot be hit by any weapons. Flux cannot be dissipated in p-space, resulting in a constant buildup that forces the ship to come back to normal space eventually. Subjective time passes more quickly for the ship and its crew while in p-space.

The phase cloak generator is large and has significant power requirements, and so generally replaces shields as a ship's primary means of defense.",Special,Moves the ship into an alternate dimension where time passes more quickly. Ship cannot be hit by any weapons; builds up hard flux while active.,,
ii_opendoors,SHIP_SYSTEM,Opens the missile bay doors.,Special,Opens the missile bay doors.,,
ii_explode,SHIP_SYSTEM,Makes the missile explode.,Special,Makes the missile explode.,,
ii_commandcenter,SHIP_SYSTEM,"Advanced command equipment can be attuned to a particular role to suit the carrier's needs. Refit mode increases flight deck rearming performance, speed mode boosts fighter engine performance, and attack mode enhances fighter weapon systems.",Utility,"Toggles between Refit, Speed, and Attack modes to shorten fighter replacement time, increase fighter speed, or boost fighter weapons.",Refit | Speed | Attack,
ii_microforge,SHIP_SYSTEM,"A miniaturized nanoforge system which allows conversion of pre-formulated feedstock into a measured amount of missile ammunition during battle. This process involves heavy flux output, so it is not advisable to engage the integrated missile nanoforge system while taking fire.",Special,Replenishes missile ammunition when used. Unaffected by bonuses to ammunition. Generates flux when used.,,
ii_flares,SHIP_SYSTEM,Launches flares that distract the guidance systems of incoming missiles and PD weapons. Any missile hitting a flare will be destroyed.,Defensive,Launches flares to confuse the guidance systems of nearby enemy missiles.,,
ii_turbofeeder,SHIP_SYSTEM,"Delivers ammunition and energy cells to the ship's weapon emplacements at an increased rate, while reserve energy is redirected to dramatically improve non-beam flux efficiency. The system must be recharged before it can be used again.",Offensive,Provides a flux cost reduction and a brief boost to the rate of fire of all non-beam weapons.,,
ii_overdrive,SHIP_SYSTEM,"This ship is designed to operate well below the maximum operating specifications. These limitations can be temporarily disabled, greatly improving most aspects of the ship's performance. The intense strain on the ship dramatically increases the rate at which combat readiness degrades. This system quickly overheats, only working in quick bursts and triggering an emergency shutdown if used too much.",Special,"Boosts flux dissipation and capacity, accelerates rate of fire, increases speed and maneuverability, and improves weapon accuracy and recoil. Increases CR degradation. Works best in short bursts; causes ship to overload if overused.",,
ii_magnumsalvo,SHIP_SYSTEM,"An integrated auto-loader fills the Armageddon launch tubes with a fresh salvo of high-performance ordnance. Reloads the Armageddon quickly, replenishes Armageddon ammo, and briefly enhances Armageddon missiles. Generates flux when used.",Special,"Reloads the Armageddon quickly, replenishes Armageddon ammo, and briefly enhances Armageddon missiles. Generates flux when used.",Armageddon | Armageddon | Armageddon,
ii_magnumsalvo_station,SHIP_SYSTEM,"An integrated auto-loader fills the Armageddon launch tubes with a fresh salvo of high-performance ordnance. Reloads the Armageddon quickly, replenishes Armageddon ammo, and briefly enhances Armageddon missiles. Generates flux when used.",Special,"Reloads the Armageddon quickly, replenishes Armageddon ammo, and briefly enhances Armageddon missiles. Generates flux when used.",Armageddon | Armageddon | Armageddon,
ii_arbalestloader,SHIP_SYSTEM,"Reserve capacitors instantly recharge the Magna Fulmen, allowing successive fire. Reloads the Magna Fulmen quickly. Generates flux when used.",Special,Reloads the Magna Fulmen quickly. Generates flux when used.,Magna Fulmen,
ii_drone_station,SHIP_SYSTEM,"Deploys three Tribunal-class drones, each equipped with a powerful beam weapon.",Drones,"Deploys three Tribunal-class drones, each equipped with a powerful beam weapon.",three,
ii_drone_station_super,SHIP_SYSTEM,"Deploys three Tribunal (Shock)-class drones, each equipped with a powerful beam weapon and a Shock Buster. Three replacement drones are available.",Drones,"Deploys three Tribunal (Shock)-class drones, each equipped with a powerful beam weapon and a Shock Buster. Three replacement drones are available.",three | Shock Buster | Three,
ii_drone_station2,SHIP_SYSTEM,"Deploys twelve Clypeus-class drones, each equipped with a powerful shield.",Drones,"Deploys twelve Clypeus-class drones, each equipped with a powerful shield.",twelve,
ii_drone_station2_half,SHIP_SYSTEM,"Deploys six Clypeus-class drones, each equipped with a powerful shield.",Drones,"Deploys six Clypeus-class drones, each equipped with a powerful shield.",six,
ii_drone_station2_super,SHIP_SYSTEM,"Deploys twelve Clypeus-class drones, each equipped with a powerful shield. Six replacement drones are available.",Drones,"Deploys twelve Clypeus-class drones, each equipped with a powerful shield. Six replacement drones are available.",twelve | Six,
,,,,,,
ii_station_babylon,CUSTOM,"Built long before the Collapse, Babylon is known as the Jewel of the Imperium, the faction's largest station. Babylon is one of the major trade hubs of the Persean Sector and is always surrounded by heavy civilian and military traffic.",,"A vast structure, nine kilometers in diameter, Babylon can hold over a million souls. A home away from home, this massive station was originally designed as the primary administration center for the pre-Collapse Imperium. After the Collapse, Babylon was partially repurposed to serve as an economic hub, leaving Nova Capitalis to serve as the Imperium's capital.",,
ii_planet_byzantium,CUSTOM,"A terraformed world, rich with mega-farms and suitable for habitation, this planet is the breadbasket of the Imperium. Byzantium doubtlessly sustains the Interstellar Imperium and serves as its primary population center, and strict birth rate controls prevent runaway growth and famine.",,"Once a Venus-like world, Byzantium was an early candidate for terraforming, undergoing a near-total transformation prior to the Collapse. Unfortunately, terraforming efforts went - if anything - too far, transforming most of the planet's surface into a vast ocean. The 5% usable surface of Byzantium consists of scenic mountain ranges and vast floodplains, a veritable haven of civilization for those who accept the Imperium's rule.",,
ii_planet_traian,CUSTOM,"Traian is a frozen wasteland with little strategic value; however, a token workforce exists on this moon, managing the enormous stockpile of volatiles held on the surface.",,"Huge storage blocs filled with compressed volatile gases extend in every direction around the loading dock - a chain reaction waiting to happen. Traian is protected only by its neutrality, a fact that its operators are keenly aware of as they distance themselves from the goings-on of politics.",,
ii_station_traian,CUSTOM,"This station is a compact orbital fortress built around an orbital synchrotron, ideal for the production of antimatter starship fuel. Volatiles are routinely shipped to the station to supply the rest of the Imperium with needed fuel. Notably, this vital installation is independently owned and operated, but ultimately answers to the authorities on Hadrian.",,The interior of this station can be best described as spartan. Rusted halls twist in a labyrinthine spherical shell around the beating heart of this orbital refinery. The walls creak and groan from centuries of neglect.,,
ii_planet_hadrian,CUSTOM,"Scarred with volcanoes and meteor impacts, the frigid surface of Hadrian is ideal for the collection of volatile gases, a task that is largely carried out by an autonomous workforce managed by a small army of engineers.",,"A high-ranking officer oversees the operations at Hadrian as well as coordinating with the nearby Traian Refinery. The few habitable areas are entirely utilitarian in design, built for work efficiency and well-armored against the rigors of Hadrian's atmosphere.",,
ii_planet_serdica,CUSTOM,"A huge ball of complex gases, this gas giant is stable and relatively inert. Serdica has captured several satellite moons, whose orbits run counter to the rest of the planetary bodies in Thracia.",,,,
ii_planet_perinthus,CUSTOM,"A geological and navigational hellhole, Perinthus is a haven for political dissidents, malcontents, and the youthful minority. The desperate people who live here are on the run from what they feel is the oppression of the Interstellar Imperium regime.",,"Surrounded by asteroids brought over by the Domain in a failed terraforming attempt, Perinthus is a desert-flooded world, rife with terrible sandstorms and sweltering heat. Perinthus is the harsher neighbor of Byzantium, whose bio-habitats encircle the spaceport in a vast shantytown: a ghetto for the Imperium's unwanted citizens.",,
ii_planet_cassus,CUSTOM,"This planet has a high density of cobalt, with massive veins of magnetic cobalt alloys buried under the surface. Though it is too small to capture an atmosphere, Cassus has an extremely powerful magnetic field, a fact that has made permanent settlement undesirable.",,"Cassus' magnetic field strengthens as you approach, making it impractical to land upon the desolate planet. Your scans pick up no signs of habitation.",,
ii_planet_aleria,CUSTOM,"Those who fall under the scrutiny of the Imperium can find themselves on a transport to Aleria, a ""correctional"" prison-world with ever-present demand for cheap labor. The dissidents, malcontents, criminals, and other sorts of unwanted persons sent here rarely leave; working conditions are harsh and compensation is minimal, but the Alerian entertainment industry is famous sector-wide.",,"Rich veins of ore flow like molten rivers on the hellish surface of Aleria. Newly-formed mountains surround calderas of molten ore, ringed by labor camps. The gravity is crushing, the atmosphere is thin, and the temperature on the surface is high enough to catch an unprotected human being on fire. Most people live in orbital habitats connected to the surface by a forest of space elevators.",,
ii_station_cydonia,CUSTOM,"One of the Tri-Tachyon Corporation's largest stations, Base Cydonia is linked to a large network of small mining platforms that orbit Cydonia. This station features a major dry-dock and a large autofactory, so it is always well-protected by corporate fleets, militarized industry, and the cover of the Corsican asteroid belt.",,"Cydonia fills your vision as you approach the endlessly-revolving station. Corporate fleets surround the area, guarding it from attack from the Tri-Tachyon Corporation's enemies in the system. Base Cydonia is impressively large, featuring many layers of industrial centers, residence sectors, and markets.",,
ii_planet_cydonia,CUSTOM,"A relatively small ice giant, rich in valuable industrial compounds. In low orbit inside Cydonia's hostile atmosphere, there are many automated collection platforms, mining useful resources from the planet. ",,"No habitable land exists on Cydonia. Rather, a large flock of open-dock industrial ships patrols the atmosphere, directly servicing the mining platforms and collecting their harvests.",,
